proj_id,fund_code,management,retail_type,term_flag
M0395_2558,UTSME,AM,R,N
M0397_2558,UOBTSME,-,R,N
M0398_2561,UGQGRMF,OT,R,N
M0399_2549,UOBP 6M4,-,R,N
M0404_2556,UOBJT1,-,R,N
M0423_2550,UOBSGC,OT,R,N
M0434_2558,JT4P4(10),SM,R,N
M0438_2558,JT4P4(11),-,R,N
M0460_2559,UIFRMF,OT,R,N
M0466_2550,BRIC,OT,R,N
M0472_2555,INGT6,-,R,N
M0475_2558,UHCRMF,OT,R,N
M0476_2557,EST1,-,R,N
M0477_2557,UOBEST1,-,R,N
M0482_2557,T3P3,-,R,N
M0490_2557,UOBT17,-,R,N
M0492_2547,CG-LTF-M,AM,R,N
M0494_2560,UTHAICG,AM,R,N
M0510_2560,UGISRMF,OT,R,N
M0518_2554,INGEQT4,-,R,N
M0521_2558,UJRES,OT,R,N
M0523_2562,UJAZZ-M,AM,R,N
M0524_2562,UPOP-M,AM,R,N
M0525_2551,TTRY,OT,R,N
M0525_2562,UROCK-M,AM,R,N
M0533_2561,UCHINA,OT,R,N
M0550_2557,T3P3 (2),-,R,N
M0563_2545,UOBAPF,-,R,N
M0573_2553,UOBSCI,OT,R,N
M0574_2551,ING CA,-,R,N
M0575_2551,ING AHD,-,R,N
M0582_2559,UTSME-LTF,AM,R,N
M0585_2546,GEM-D,AM,R,N
M0598_2558,UES,OT,R,N
M0604_2552,UOBM 3M1,-,R,N
M0607_2559,CG-RMF,AM,R,N
M0611_2560,UDB,OT,R,N
M0614_2547,UOBLTF-M,AM,R,N
M0615_2555,VFOCUS-D,AM,R,N
M0624_2557,T3P3 (3),-,R,N
M0630_2558,UGD,OT,R,N
M0643_2557,UOBT18,-,R,N
M0644_2553,UOBSDF,AM,R,N
M0644_2557,UGH,OT,R,N
M0654_2557,UOBSHC,OT,R,N
M0666_2562,BPLUS-M,AM,R,N
M0688_2558,UGSE,OT,R,N
M0689_2557,T3P3 (5),AM,R,N
M0706_2559,USDHY,OT,R,N
M0710_2557,T3P3 (6),AM,R,N
M0741_2558,UIF,OT,R,N
M0758_2558,T3P3 (12),-,R,N
M0766_2547,SVRMF,AM,R,N
M0784_2554,UOBSGB,OT,R,N
M0810_2554,ADR-D,OT,R,N
M0815_2554,UOBGRMF-H,OT,R,N
M0821_2557,T3P3 (8),AM,R,N
M0843_2557,JT4P4,-,R,N
M0854_2555,INGT7,-,R,N
M0860_2548,BIG CAP-D LTF-M,AM,R,N
M0862_2554,UOBSG - H,OT,R,N
M0884_2554,UOBSET50,-,R,N
M0930_2556,UOBSJSM,OT,R,N
M0983_2556,JSM,OT,R,N
M0985_2555,UOBTRT1,-,R,N
M1039_2553,GCT,-,R,N
M1040_2553,INGGOE,-,R,N
M1075_2557,T3P3 (9),AM,R,N
M1095_2557,JT4P4(2),-,R,N
M1099_2557,UOBT19,AM,R,N
M1199_2557,UOBSGA,OT,R,N
M1203_2557,T3P3 (10),AM,R,N
M1245_2557,UOBSAE,-,R,N
M1253_2557,JT4P4(3),-,R,N
M0009_2553,KF-CHINA,OT,R,N
M0021_2540,KFSINC,-,R,N
M0023_2540,KFSEQ-D,AM,R,N
M0024_2540,KFSPLUS,AM,R,N
M0028_2541,AYFSDIV70,-,R,N
M0028_2553,KF-LATAM,OT,R,N
M0035_2560,KFTSTAR,AM,R,N
M0036_2544,KFSTFI,-,R,N
M0037_2552,KF-GOLD,OT,R,N
M0041_2551,KF-CAVAM,-,R,N
M0057_2561,KFHASIA,OT,R,N
M0058_2547,KFDNM-D,AM,R,N
M0066_2544,KFSF,AM,R,N
M0067_2544,KFFLEX-D,AM,R,N
M0068_2545,KFTW2,AM,R,N
M0071_2560,KF-HUSINDX,OT,R,N
M0072_2547,KFVALUE,AM,R,N
M0073_2541,KFMTFI-D,AM,R,N
M0073_2545,AYF-GCBF,-,R,N
M0074_2563,KFGDIV,OT,R,N
M0075_2559,KFGPROP,OT,R,N
M0076_2541,KFSMUL,AM,R,N
M0076_2561,KFINDIARMF,OT,R,N
M0077_2561,KFAFIXRMF,AM,R,N
M0081_2550,KFSDIV,AM,R,N
M0081_2561,KFDNMRMF,AM,R,N
M0082_2563,KFDIVSSF,AM,R,N
M0083_2561,KFLTFDNM,AM,R,N
M0090_2546,KFFIN-D,AM,R,N
M0096_2560,KF-HJPINDX,OT,R,N
M0100_2563,KFGBRANSSF,OT,R,N
M0105_2545,KFMTFIRMF,AM,R,N
M0107_2545,KFLTGOVRMF,AM,R,N
M0107_2561,KFVIET,OT,R,N
M0108_2545,KFFLEX2RMF,AM,R,N
M0124_2552,KF-OIL,OT,R,N
M0125_2561,KFGOOD,AM,R,N
M0125_2563,KFDIVERSE,OT,R,N
M0132_2558,KF-HCHINAD,OT,R,N
M0133_2545,KFGOVRMF,AM,R,N
M0136_2545,KFTSRMF,AM,R,N
M0143_2549,KFLTFEQ,AM,R,N
M0148_2551,KF-ASEAN,OT,R,N
M0150_2561,KFHTECH,OT,R,N
M0167_2559,KFSMART,AM,R,N
M0170_2549,KFEQRMF,AM,R,N
M0177_2549,KFMONEY,AM,R,N
M0177_2550,KFLTFD70,AM,R,N
M0178_2560,KF-JPSCAP,OT,R,N
M0206_2542,AYFSCAP70,-,R,N
M0218_2546,KFTW6,-,R,N
M0221_2552,AYFOIL10,-,R,N
M0238_2560,KF-JPSCAPD,OT,R,N
M0240_2558,KFAINCOM,OT,R,N
M0240_2559,KF-GLS,OT,R,N
M0262_2551,AYFEMDIV,-,R,N
M0277_2552,SSPF,-,R,N
M0283_2560,KF-HSMUS,OT,R,N
M0285_2550,KF-GBLVAL,OT,R,N
M0291_2549,KF-ORTFLEX,OT,R,N
M0301_2554,KF-US,OT,R,N
M0309_2556,KF-EUROPE,OT,R,N
M0316_2557,KFHEALTH,OT,R,N
M0317_2559,KFGBRAND,OT,R,N
M0331_2561,KFGOODRMF,AM,R,N
M0342_2549,KFFLEX,AM,R,N
M0357_2549,KFLTFEQ70D,AM,R,N
M0372_2560,KFHAPPY,AM,R,N
M0386_2552,KFGOLDRMF,OT,R,N
M0389_2555,KF-HGOLD,OT,R,N
M0401_2549,JCP,-,R,N
M0401_2550,KFCASHPLUS,AM,R,N
M0406_2560,KFMINCOM,OT,R,N
M0411_2560,KFTHAICG,AM,R,N
M0418_2560,KF-INDIA,OT,R,N
M0427_2550,KF-BRIC,OT,R,N
M0429_2550,KF-EMB,-,R,N
M0440_2559,KF-SINCOME,OT,R,N
M0458_2559,KFAFIX,AM,R,N
M0460_2546,KFGROWTH,AM,R,N
M0460_2550,KFDIVRMF,AM,R,N
M0473_2561,KFHHCARE,OT,R,N
M0475_2560,KFLTFSTARD,AM,R,N
M0477_2555,KFLS20PLUS,AM,R,N
M0484_2559,KF-CSINCOM,OT,R,N
M0487_2560,KFCHINARMF,OT,R,N
M0488_2560,KFGTECHRMF,OT,R,N
M0489_2560,KFHAPPYRMF,AM,R,N
M0490_2560,KFSTARRMF,AM,R,N
M0503_2556,KFMIX80-20,AM,R,N
M0515_2554,KFMX2TM,AM,R,N
M0515_2557,KF-SMCAPD,OT,R,N
M0517_2561,KFSUPERRMF,AM,R,N
M0518_2561,KFSUPER,AM,R,N
M0524_2555,KFLS30PLUS,AM,R,N
M0525_2555,KFLS55PLUS,AM,R,N
M0530_2546,KFDYNAMIC,AM,R,N
M0530_2550,KF-ENBOND,-,R,N
M0532_2550,KFENSET50,AM,R,N
M0535_2559,KFLTFAST-D,AM,R,N
M0550_2559,KFSINCRMF,OT,R,N
M0560_2554,KFMXPLS2TM,AM,R,N
M0566_2559,KFGBRANRMF,OT,R,N
M0577_2559,KFLTFTSM-D,AM,R,N
M0580_2562,KFPREFER,OT,R,N
M0588_2558,KF-CINCOME,OT,R,N
M0607_2547,KFLTFDIV,AM,R,N
M0611_2547,KFLTFA50-D,AM,R,N
M0620_2558,KFJAPANRMF,OT,R,N
M0643_2562,KFENFIX,AM,R,N
M0665_2546,KFMTFI,AM,R,N
M0671_2560,KFACHINA,OT,R,N
M0693_2559,KF-GTECH,OT,R,N
M0700_2557,KFJP4P4-P1,-,R,N
M0703_2551,KFCASH2,-,R,N
M0705_2554,KFFIX2TM,-,R,N
M0718_2546,KFCASH,AM,R,N
M0729_2555,KF-EM,OT,R,N
M0747_2553,KF-TRB,OT,R,N
M0759_2558,KFTHAISM,AM,R,N
M0762_2547,KFCASHRMF,AM,R,N
M0770_2546,KFSEQ,AM,R,N
M0814_2557,KF-HEUROPE,OT,R,N
M0862_2555,KF-ELI,OT,R,N
M0872_2548,AYFGOV6M,-,R,N
M0874_2548,AYFGOV3M,-,R,N
M0922_2556,KFEURORMF,OT,R,N
M0939_2550,KF-WATER,-,R,N
M1078_2557,KF-INCOME,OT,R,N
M1094_2557,KFHCARERMF,OT,R,N
M1257_2557,KF-HJAPAND,OT,R,N
M0003_2537,T-EQUITY,AM,R,N
M0003_2549,TGOV4,-,R,N
M0003_2552,TGOV7,-,R,N
M0005_2549,TGOV5,-,R,N
M0007_2537,T-ASD,AM,R,N
M0009_2537,T-SPT,AM,R,N
M0012_2550,TGOV3M4,-,R,N
M0013_2536,T-CSD,AM,R,N
M0013_2550,TFIX-3M#5,OT,R,N
M0014_2535,T-STSD,AM,R,N
M0014_2556,T-IncomePlus,AM,R,N
M0019_2536,T-USD,AM,R,N
M0020_2536,T-USD2,AM,R,N
M0021_2541,T-TSB,AM,R,N
M0024_2535,T-PPSD,AM,R,N
M0026_2538,T-PASD,AM,R,N
M0029_2538,T-PISD,AM,R,N
M0032_2543,T-TSARN,AM,R,N
M0037_2537,T-KSD,AM,R,N
M0044_2551,T-MONEY,AM,R,N
M0045_2550,TGOV5,-,R,N
M0048_2549,TGOV3M1,OT,R,N
M0049_2549,TGOV3M2,OT,R,N
M0050_2549,TGOV3M3,-,R,N
M0056_2545,T-NERMF,AM,R,N
M0057_2556,T-Privilege,AM,R,N
M0065_2560,T-DIV,AM,R,N
M0065_2563,T-ES-CHINA A,OT,R,N
M0068_2557,T-USChallenge#1,-,R,N
M0071_2544,T-NGRMF,AM,R,N
M0075_2560,T-Care,AM,R,N
M0075_2562,T-MultiIncome,OT,R,N
M0078_2545,T-NMRMF,AM,R,N
M0081_2559,T-PropInfraFlex,AM,R,N
M0084_2552,TFIXFIF-FOF,-,R,N
M0088_2563,T-ES-GSBOND,OT,R,N
M0123_2556,T-Challenge8,OT,R,N
M0125_2556,T-DMixed,AM,R,N
M0133_2558,T-CHChallenge#1,OT,R,N
M0138_2558,T-Challenge23,-,R,N
M0141_2557,T-SM Cap,AM,R,N
M0147_2561,T-SmartBeta,AM,R,N
M0148_2548,NFF,-,R,N
M0154_2560,T-DIV2,AM,R,N
M0165_2550,T-GlobalValue,AM,R,N
M0168_2559,T-Challenge25,AM,R,N
M0173_2550,TGOV6,-,R,N
M0173_2558,T-ThaiASEAN,-,R,N
M0174_2554,T-WorldLeaderEQ,-,R,N
M0193_2559,T-Mixed7030,AM,R,N
M0202_2557,T-EuropeChallenge#1,-,R,N
M0202_2559,T-Fixed3MA,OT,R,N
M0203_2559,T-TsarnPlus,AM,R,N
M0221_2549,T-INFRA,AM,R,N
M0221_2554,TGoldRMF-H,OT,R,N
M0221_2556,T-Smart3,AM,R,N
M0222_2554,TGoldRMF-UH,OT,R,N
M0228_2556,T-Challenge9,OT,R,N
M0268_2558,T-EUChallenge2P,OT,R,N
M0282_2558,T-JPChallenge2P,-,R,N
M0288_2560,T-Challenge29,OT,R,N
M0297_2556,T-Challenge11,-,R,N
M0298_2556,T-Challenge12,-,R,N
M0302_2556,T-SM Cap,-,R,N
M0302_2559,T-Challenge26,AM,R,N
M0303_2556,T-Challenge14,OT,R,N
M0306_2556,T-Smart5,AM,R,N
M0317_2549,TFIX-3M#2,OT,R,N
M0320_2551,T-ALLSTARSEM,-,R,N
M0322_2550,T-PREMIUM BRAND,OT,R,N
M0339_2558,T-Challenge24,-,R,N
M0356_2549,TFIX-3M#3,OT,R,N
M0359_2549,TFIX-3M#4,OT,R,N
M0362_2558,T-Healthcare,OT,R,N
M0367_2550,T-GLOBALBOND-D,-,R,N
M0367_2558,T-HealthcareRMF,OT,R,N
M0370_2558,T-FinanceTH,AM,R,N
M0370_2559,T-Challenge27,AM,R,N
M0371_2546,T-TTW1,AM,R,N
M0383_2562,T-GlobalESG,AM,R,N
M0414_2553,T-GlobalEQ,AM,R,N
M0422_2545,T-NFRMF,AM,R,N
M0430_2559,T-AsianProp,OT,R,N
M0431_2551,T-ETFCOUNTRY,-,R,N
M0450_2559,T-Challenge28,OT,R,N
M0471_2551,T-WORLDMINING,-,R,N
M0475_2551,T-WORLDGOLDEQ,-,R,N
M0478_2559,T-LowBetaLTFD,AM,R,N
M0495_2546,T-NSET,AM,R,N
M0496_2558,T-JapanEQ,OT,R,N
M0500_2558,T-EuropeEQ,OT,R,N
M0537_2551,T-FOCUSFIF,-,R,N
M0540_2559,T-SMCapLTF,AM,R,N
M0564_2551,T-GLBALLOCATION,-,R,N
M0569_2554,TGOV7,-,R,N
M0570_2551,T-GLOBALRMF,-,R,N
M0578_2557,T-AEC,-,R,N
M0585_2555,T-GlobalFixed,AM,R,N
M0586_2552,T-MAP,AM,R,N
M0628_2551,TFIX-3M#6,-,R,N
M0637_2553,T-GlobalBondRMF,OT,R,N
M0639_2557,T-Challenge17,OT,R,N
M0653_2547,T-LTFD,AM,R,N
M0655_2556,T-Challenge15,OT,R,N
M0656_2547,T-BigCapLTF,AM,R,N
M0659_2547,T-NMIXRMF,AM,R,N
M0663_2559,T-DPlus,AM,R,N
M0672_2548,T-CASH,AM,R,N
M0681_2556,T-GlobalEQRMF,AM,R,N
M0692_2562,T-ES-GTech,OT,R,N
M0699_2558,T-PrimeLowBeta,AM,R,N
M0710_2546,T-NFPLUS,AM,R,N
M0734_2558,T-PropertyRMF,AM,R,N
M0738_2557,T-AllStar,-,R,N
M0770_2550,T-GLOBALBOND,AM,R,N
M0811_2548,TGOV1,-,R,N
M0812_2548,TGOV2,-,R,N
M0813_2548,TGOV3,-,R,N
M0819_2555,T-LowBetaRMF,AM,R,N
M0844_2553,TGoldBullion-H,OT,R,N
M0859_2555,T-Smart,AM,R,N
M0905_2553,TGoldBullion-UH,OT,R,N
M0913_2554,T-LowBeta,AM,R,N
M0960_2554,TFIX-3M#7,-,R,N
M0965_2550,T-GlobalEnergy,AM,R,N
M0995_2555,T-USChallenge2,-,R,N
M1089_2557,T-Challenge18,OT,R,N
M1129_2557,T-Challenge19,-,R,N
M1221_2557,T-Property,AM,R,N
M1229_2557,T-Challenge20,-,R,N
M1234_2557,T-JPChallenge#1,-,R,N
M1239_2557,T-USChallenge#2,-,R,N
M1241_2557,T-USChallenge#3,-,R,N
M1242_2557,T-JPChallenge1,AM,R,N
M1259_2557,T-Challenge21,OT,R,N
M1260_2557,T-Challenge22,OT,R,N
M0262_2560,SMF,AM,R,N
M0640_2560,STDF,AM,R,N
M0072_2554,FAM WSF,-,R,N
M0148_2555,FAM FIPR3M1,-,R,N
M0170_2551,FAM MM,-,R,N
M0184_2555,FAM FIPR3M2,-,R,N
M0230_2555,FAM FIPR3M3,-,R,N
M0254_2555,FAM VEF,-,R,N
M0262_2555,FAM FIPR3M4,-,R,N
M0278_2557,PLPF,-,R,N
M0363_2555,FAM FIPR6M3,-,R,N
M0366_2555,FAM FIPR3M5,-,R,N
M0573_2551,FAM GTEF,-,R,N
M0653_2552,FAM VEF,-,R,N
M0694_2555,FAM FIPR3M6,-,R,N
M0827_2553,FAM FBVF,-,R,N
M1210_2557,BBWPF,-,R,N
M0003_2553,ASP-TOPFIF,-,R,N
M0010_2550,SIF-6M1,-,R,N
M0024_2551,ASP-PDI,-,R,N
M0024_2558,ASP-OPPORTUNITY1,AM,R,N
M0031_2551,SVAF,-,R,N
M0038_2543,ASP-IDF,-,R,N
M0051_2556,ASP-PRIME4,AM,R,N
M0056_2561,ASP-DISRUPT,AM,R,N
M0065_2562,ASP-DGOV,AM,R,N
M0067_2552,ASP-ACFIXED7,-,R,N
M0073_2562,ASP-IHEALTH,AM,R,N
M0084_2557,ASP-TRIGGER3/3,-,R,N
M0100_2551,ASP-ACFIXED1,-,R,N
M0101_2554,ASP-ACFIXED8,-,R,N
M0104_2557,ASP-THEQ,AM,R,N
M0125_2560,ASP-FFPLUS,AM,R,N
M0128_2555,ASP-SMART12,-,R,N
M0134_2554,ASP-STRATEGIC,AM,R,N
M0142_2542,ASP,AM,R,N
M0146_2549,ASP-NGF,OT,R,N
M0156_2552,ACFIF3,-,R,N
M0172_2552,ASP-SMART-DI,-,R,N
M0175_2563,ASP-SME-MSSF,AM,R,N
M0179_2551,ASP-MMF4,-,R,N
M0183_2557,ASP-STARS10,-,R,N
M0187_2552,ASP-OIL,OT,R,N
M0206_2552,ASP-GOLD,OT,R,N
M0208_2552,ACFIF4,-,R,N
M0215_2554,ASP-ACFIXED9,-,R,N
M0223_2555,ASP-PRIME,-,R,N
M0227_2557,ASP-CHINA,AM,R,N
M0229_2551,ASP-STAR,-,R,N
M0230_2551,ASP-P12M,-,R,N
M0232_2551,ASP-TOP,-,R,N
M0245_2560,ASPGIPLUS,OT,R,N
M0256_2552,ASP-TFIXED4,OT,R,N
M0257_2552,ASP-S&P500,OT,R,N
M0257_2554,ASP-THAIFIXED1,-,R,N
M0271_2561,ASP-DISRUPTRMF,AM,R,N
M0274_2554,ASP-TFIXED1,-,R,N
M0279_2553,ASP-SET50,-,R,N
M0286_2559,ASP-GLOBE,OT,R,N
M0298_2561,ASP-VIETRMF,AM,R,N
M0301_2552,ASP-TFIXED5,OT,R,N
M0318_2554,ASP-TFIXED2,OT,R,N
M0333_2551,ASP-TFIXED8,-,R,N
M0333_2560,ASP-SME,AM,R,N
M0337_2561,ASP-INDIA,OT,R,N
M0347_2560,ASP-FLEXPLUS,AM,R,N
M0364_2561,ASP-EVOCHINA,AM,R,N
M0375_2554,ASP-TFIXED3,OT,R,N
M0376_2550,FIF-FIXED6M11,-,R,N
M0384_2552,ACFIF8,-,R,N
M0400_2549,ASP-GLTF,AM,R,N
M0404_2550,FIF-FIXED3M9,-,R,N
M0407_2560,ASP-TFIXED10,OT,R,N
M0417_2560,ASP-ROBOT,AM,R,N
M0424_2550,ASP-BRIC,OT,R,N
M0426_2550,SVF,-,R,N
M0428_2550,ASP-ASIAN,OT,R,N
M0441_2552,ASP-HSI,OT,R,N
M0466_2556,ASP-PRIME6,-,R,N
M0475_2550,ASP-SSF18/18,-,R,N
M0486_2552,ASP-TFIXED 6,-,R,N
M0488_2561,ASP-AAA,AM,R,N
M0502_2555,ASP-PRIME2,-,R,N
M0542_2560,ASP-ROBOTRMF,AM,R,N
M0547_2558,ASP-USEQ,-,R,N
M0549_2560,ASP-TFIXED11,OT,R,N
M0560_2551,ASP-ACGOV1,-,R,N
M0568_2560,ASP-SMELTF,AM,R,N
M0592_2547,ASP-LTF,AM,R,N
M0602_2555,ASP-MAST,-,R,N
M0609_2551,ASP-ACFIXED4,-,R,N
M0610_2551,ASP-TFIXED7,OT,R,N
M0629_2560,ASP-VIET,AM,R,N
M0634_2551,ASP-ACGOV4,-,R,N
M0635_2551,ASP-ACGOV5,-,R,N
M0636_2547,ASP-MMF1,OT,R,N
M0644_2547,ASP-GDF,AM,R,N
M0659_2556,ASP-TRIGGER4/4,AM,R,N
M0675_2557,ASP-TRIGGER5,-,R,N
M0711_2551,ASP-ACFIXED6,-,R,N
M0712_2551,ASP-ACGOV6,-,R,N
M0715_2548,ASP2,AM,R,N
M0735_2562,ASP-PROPIN,AM,R,N
M0738_2554,ASP-TFIXED9,BH,R,N
M0760_2548,ASP-GAF,OT,R,N
M0776_2547,ASP-ERF,AM,R,N
M0785_2547,ASP-MRF,AM,R,N
M0787_2547,ASP-FRF,AM,R,N
M0821_2556,ASP-STARS9,AM,R,N
M0846_2548,ASP-GBF,-,R,N
M0852_2557,ASP-THBOND,-,R,N
M0911_2553,ASP-SMART8,-,R,N
M0928_2547,ASP-MMF2,OT,R,N
M0934_2550,FIF-FIXED3M10,-,R,N
M0938_2550,ASP-P6M3,-,R,N
M0976_2553,ASP-SMART9,-,R,N
M0009_2561,PHATRA GNP-H FUND,OT,R,N
M0031_2550,MAX SP6/3,-,R,N
M0064_2555,KK US 7%#2,-,R,N
M0069_2549,KK SP1,-,R,N
M0070_2549,KK SP3,-,R,N
M0078_2559,PHATRA SMART MV,OT,R,N
M0079_2550,MAX SP6/4,-,R,N
M0087_2549,MAX SP6,-,R,N
M0090_2549,MAX SP9,-,R,N
M0109_2551,PHATRA GHC,OT,R,N
M0112_2555,KK TARGET 7%#2,-,R,N
M0114_2553,NKT LSCOM,-,R,N
M0135_2551,PHATRA MP FUND,AM,R,N
M0164_2563,PHATRA SET50 ESG FUND,SM,R,N
M0177_2553,KK GOLD,-,R,N
M0179_2555,KK GEM 7%#1,-,R,N
M0182_2549,KK SP6/1,-,R,N
M0184_2561,PHATRA SG-AA RMF,AM,R,N
M0197_2555,KK FIX RETURN D,-,R,N
M0209_2554,PHATRA SG-AA FUND,AM,R,N
M0236_2549,KK SP3/1,-,R,N
M0316_2562,PHATRA PGE FUND,OT,R,N
M0319_2549,KK SP3/2,-,R,N
M0336_2555,KK REITs 7%#1,-,R,N
M0340_2555,KK BRIC 7%#1,-,R,N
M0357_2547,MAX EQ,-,R,N
M0359_2547,PHATRA PLUS FUND,AM,R,N
M0363_2559,PHATRA SM CAP,AM,R,N
M0366_2561,PHATRA GNP RMF-H,OT,R,N
M0369_2561,PHATRA GNP RMF-UH,OT,R,N
M0371_2550,TNWW,-,R,N
M0376_2555,PHATRA DIVIDEND FUND,AM,R,N
M0414_2547,PHATRA INRMF FUND,SM,R,N
M0414_2550,URBNPF,-,R,N
M0415_2549,MAX SP6/2,-,R,N
M0423_2547,PHATRA BLRMF,AM,R,N
M0426_2547,PHATRA EQRMF,AM,R,N
M0468_2550,MAX FIX IN 12,-,R,N
M0471_2561,PHATRA SG-AA Extra FUND,AM,R,N
M0473_2550,MAX FIX IN 6/1,-,R,N
M0491_2550,MAX FIX IN3/1,-,R,N
M0493_2552,KK CH,-,R,N
M0502_2550,MAX FIX IN3/2,-,R,N
M0512_2561,PHATRA SG-AA Light FUND,AM,R,N
M0518_2560,PHATRA G-UBOND-H FUND,OT,R,N
M0519_2560,PHATRA G-UBOND-UH,OT,R,N
M0526_2558,PHATRA ACT FIXED FUND,AM,R,N
M0529_2556,PHATRA PROP-D FUND,AM,R,N
M0561_2559,PHATRA SmartMV LTF,OT,R,N
M0581_2554,PHATRA MM,-,R,N
M0582_2554,PHATRA ACT EQ,AM,R,N
M0586_2554,KK TARGET 7%#1,-,R,N
M0601_2547,PHATRA LTFD,AM,R,N
M0626_2553,KK SET50,-,R,N
M0645_2558,PHATRA GNP,OT,R,N
M0648_2553,KK OIL,-,R,N
M0650_2554,KK CHINA 10%#1,-,R,N
M0652_2554,KK US 7%#1,-,R,N
M0669_2552,PHATRA MMRMF FUND,SM,R,N
M0691_2554,KK GEN 7%#1,-,R,N
M0742_2562,PHATRA SG-AA Ultra Light,AM,R,N
M0743_2562,PHATRA GINFRAEQ FUND,OT,R,N
M0773_2554,PHATRA PROP,AM,R,N
M0782_2555,KK GPROP,-,R,N
M0847_2554,PHATRA PROPRMF,AM,R,N
M0907_2556,PHATRA GLOBAL BOND,-,R,N
M0917_2556,PHATRA GLOBAL EQ,-,R,N
M0985_2554,KK GOLD 7%#1,AM,R,N
M0006_2561,PRINCIPAL GMV,OT,R,N
M0009_2554,TNPF,-,R,N
M0010_2554,CIMB-PRINCIPAL GLOBAL BOND,-,R,N
M0016_2550,CIMB-PRINCIPAL P3M2,-,R,N
M0025_2558,CPAM APDE 3+3,-,R,N
M0039_2556,CIMB-PRINCIPAL (FAM) FIPR3M7,-,R,N
M0046_2555,PRINCIPAL GOLD8P,SM,R,N
M0052_2555,CIMB-PRINCIPAL (FAM) FIPR6M1,-,R,N
M0060_2561,PRINCIPAL GPS,OT,R,N
M0062_2550,CIMB-PRINCIPAL P3M3,-,R,N
M0068_2549,CIMB-PRINCIPAL 3M3,-,R,N
M0074_2560,PRINCIPAL GREITs,AM,R,N
M0077_2557,PRINCIPAL GEF,SM,R,N
M0081_2549,T-FOCUS,-,R,N
M0088_2549,CIMB-PRINCIPAL 3M2,-,R,N
M0117_2555,PRINCIPAL DEF,AM,R,N
M0146_2555,PRINCIPAL iDAILY,SM,R,N
M0148_2553,PRINCIPAL CII,AM,R,N
M0157_2559,PRINCIPAL GEQ,SM,R,N
M0158_2551,CIMB-PRINCIPAL EQUITY,-,R,N
M0161_2549,CIMB-PRINCIPAL 6M5,-,R,N
M0166_2560,PRINCIPAL GOPP,OT,R,N
M0169_2555,PRINCIPAL GOLD8P2,SM,R,N
M0173_2554,CIMB-PRINCIPAL COMMODITIES,-,R,N
M0175_2561,CIMB-PRINCIPAL VNG,AM,R,N
M0191_2549,CIMB-PRINCIPAL P3M1,-,R,N
M0192_2549,CIMB-PRINCIPAL P6M3,-,R,N
M0193_2549,CIMB-PRINCIPAL P12M11,-,R,N
M0196_2556,CIMB-PRINCIPAL TG8P4,SM,R,N
M0201_2561,PRINCIPAL iPROPPLUS,AM,R,N
M0226_2554,SSTPF,-,R,N
M0231_2556,CIMB-PRINCIPAL CHINA6+6P,-,R,N
M0231_2559,PRINCIPAL SIF,AM,R,N
M0244_2552,MONTRI,-,R,N
M0263_2555,CIMB-PRINCIPAL (FAM) FIPR6M2,-,R,N
M0264_2557,PRINCIPAL GSCEQ,OT,R,N
M0267_2553,SBPF,-,R,N
M0277_2555,PRINCIPAL iDIV,SM,R,N
M0288_2549,CIMB-PRINCIPAL 3M1,-,R,N
M0304_2561,PRINCIPAL CHEQ,AM,R,N
M0305_2558,CIMB-PRINCIPAL APDI 3+3 (2),SM,R,N
M0309_2558,PRINCIPAL EUEQ,SM,R,N
M0313_2557,CPAM KOEQ2.5x4,SM,R,N
M0346_2549,PRINCIPAL DAILY FIX,AM,R,N
M0351_2548,PRINCIPAL EEF,SM,R,N
M0356_2552,CIMB-PRINCIPAL ASEAN,-,R,N
M0362_2549,PRINCIPAL GCF,AM,R,N
M0402_2549,CIMB-PRINCIPAL P6M6,-,R,N
M0405_2557,PRINCIPAL KOS,SM,R,N
M0411_2555,CIMB-PRINCIPAL TG8P2,-,R,N
M0412_2548,PRINCIPAL LTF,AM,R,N
M0414_2548,PRINCIPAL 70LTFD,AM,R,N
M0415_2548,PRINCIPAL EQRMF,AM,R,N
M0420_2548,PRINCIPAL FIRMF,AM,R,N
M0420_2549,CIMB-PRINCIPAL FIX A,-,R,N
M0423_2560,PRINCIPAL VNEQ,AM,R,N
M0435_2551,EQ-DAILY,-,R,N
M0442_2556,CIMB-PRINCIPAL TG4+4P,-,R,N
M0460_2555,CIMB-PRINCIPAL (FAM) FIPR6M4,-,R,N
M0488_2556,CIMB-PRINCIPAL ASEAN 40,-,R,N
M0498_2558,PRINCIPAL GSA,SM,R,N
M0499_2551,BTP6M1,-,R,N
M0518_2557,CIMB-PRINCIPAL KEQ2x4,SM,R,N
M0519_2557,PRINCIPAL APEQ,SM,R,N
M0520_2555,CIMB-PRINCIPAL (FAM) FIPR6M5,-,R,N
M0523_2561,PRINCIPAL GINNO,AM,R,N
M0528_2562,PRINCIPAL GBRAND,AM,R,N
M0530_2551,PRINCIPAL TREASURY,AM,R,N
M0556_2557,CPAM INEQ2.5x4,-,R,N
M0560_2556,PRINCIPAL iBALANCED,SM,R,N
M0565_2553,CIMB-PRINCIPAL GOLD,-,R,N
M0567_2553,CIMB-PRINCIPAL OIL,-,R,N
M0581_2560,PRINCIPAL GFIXED,OT,R,N
M0613_2555,PRINCIPAL iGOLD,SM,R,N
